link,title,location,description,company_name
https://wuzzuf.net/jobs/p/p1JXkoxJpm80-RD---Formulation-Specialist-Delta-Pharma-Egypt-Sharqia-Egypt?o=186&l=sp&t=sj&a=data science|search-v3|hpb|spbg,R&D - Formulation Specialist,"Sharqia, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · R&D/Science · Pharmaceutical · Pharmaceutical · Pharmaceutical Sciences · Science · Research · Sciences,Delta Pharma Egypt -
https://wuzzuf.net/jobs/p/Ya26OJaifWdg-Oracle-Apps-DBA-Egabi-FSI-Cairo-Egypt?o=187&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Oracle Apps DBA,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Administration · Oracle Database · Oracle Database Administration · RAC · Information Technology (IT) · database administration · Database · OCA,Egabi FSI -
https://wuzzuf.net/jobs/p/pdQGIrysgCgT-Project-Manager---Data-Networks-ICT-SABA-Cairo-Egypt?o=188&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Project Manager - Data Networks (ICT),"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Project Management · Software Engineering · Data Networks · Networks · PMP · Microsoft Visio · Smartdraw,SABA -
https://wuzzuf.net/jobs/p/JxaMIQAbM1jY-Quality-Control-Specialist---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=189&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Quality Control Specialist - Alexandria,"Alexandria, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Medical/Healthcare · Quality · Pharmaceutical · Medical · Research · Pharmaceutical · Biotechnology · Quality Control · Quality Assurance · Marketing,Caduceus Lane -
https://wuzzuf.net/jobs/p/l8Z7l7PL178Q-Information-systems-officer-Jawad-Giza-Egypt?o=190&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Information systems officer,"Sheikh Zayed, Giza, Egypt ",Full TimeVolunteeringExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Information Technology (IT) · Computer Science,Jawad -
https://wuzzuf.net/jobs/p/rwAIan5OTrxh-FullStack-Developer-Golang-React-Glorium-Technologies-East-New-York-United-States?o=191&l=sp&t=sj&a=data science|search-v3|hpb|spbg,FullStack Developer (Golang + React),"East New York, United States ",Work From HomeSenior Management · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Software Development · Debugging · Computer Science · Front end,Glorium Technologies -
https://wuzzuf.net/jobs/p/ke5MyNqoS0s9-Senior-React-Native-Developer-Our-Education-Cairo-Egypt?o=192&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior React Native Developer,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · javaScript · React Native · Android · React · Computer Science,Our Education -
https://wuzzuf.net/jobs/p/LuGaoD4mt7b6-Odoo-Functional-Consultant-Centione-Cairo-Egypt?o=193&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Odoo Functional Consultant,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Implementation · ERP · Financial Management · Project Management · Accounting · Odoo ERP · Computer Science,Centione -
https://wuzzuf.net/internship/xPYvHaXdkHtY-Sustainability-intern-Olam-SVI-Giza-Egypt?o=194&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Sustainability intern,"Giza, Egypt ",InternshipEntry Level · females_preferred · R&D/Science · Operations/Management · Quality · Sustainability · Quality Management · Data Analysis · Documents Control,Olam SVI -
https://wuzzuf.net/jobs/p/Pn8u5JorGblI-Oracle-Application-Manager-Cairo-Egypt?o=195&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Oracle Application Manager,"Cairo, Egypt ",Full TimeManager · 7 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · application · Application Manager · Computer Engineering · Computer Science · Information Technology (IT) · Manager · Oracle · oracle application,Confidential -
https://wuzzuf.net/jobs/p/VTLzqdAHibXP-IT-Help-Desk-Urban-Estate-Cairo-Egypt?o=196&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Help Desk,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · IT · ERP · MS Dynamics · SAP · Help Desk · Information Technology (IT) · Computer Science · English · Oracle,Urban Estate -
https://wuzzuf.net/jobs/p/7pt6hlPAsokd-Application-Support-Engineer-Sales-Buzz-Sky-Distribution-Giza-Egypt?o=197&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Application Support Engineer (Sales Buzz),"Sheikh Zayed, Giza, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Power BI · Information Technology (IT) · Computer Science · Computer Engineering · Engineering · SQL · Sales,Sky Distribution -
https://wuzzuf.net/jobs/p/4gR4xtu7DI9x-Senior-Backend-Developer-Net-Dexef-Cairo-Egypt?o=198&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Backend Developer (.Net),"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Engineering · MVC · Web Development · C# · SQL,Dexef -
https://wuzzuf.net/jobs/p/987iCGqEx8pR-Junior-BI-Developer-MegaSoft-Cairo-Egypt?o=199&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Junior BI Developer,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SQL · Information Technology (IT) · Software Engineering · Computer Science · Software · IBM · Service Management · Reporting,MegaSoft -
https://wuzzuf.net/jobs/p/HpzSlpNO3CER-Business-Unit-Managers-Cairo-Egypt?o=200&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Business Unit Managers,"Cairo, Egypt ",Full TimeManager · 3 - 14 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmaceutical · Pharmacy · Science · Business Development · Sales · sales skills · Agile,Confidential -
https://wuzzuf.net/jobs/p/jwM8H47VoAyk-UIUX-Designer-On-Site-Union-Coop-Giza-Egypt?o=201&l=sp&t=sj&a=data science|search-v3|hpb|spbg,UI/UX Designer (On-Site),"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · UI · UX · Computer Science · Design · CSS · HTML5 · Bootstrap,Union Coop -
https://wuzzuf.net/jobs/p/MkBmI336awui-Medical-Specialist-Research---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=202&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Medical Specialist (Research) - Alexandria,"Alexandria, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Medical/Healthcare · Analyst/Research · Pharmaceutical · Research · Education · Writing · Pharmacy · Analysis · Biomedical Sciences · Clinical Research,Caduceus Lane -
https://wuzzuf.net/jobs/p/PZvIgOcgOoUG-Environmental-Engineer-Alstom-Cairo-Egypt?o=203&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Environmental Engineer,"Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · Engineering - Other · Environmental Engineering · Engineering · Environmental · Chemical · Science,Alstom -
https://wuzzuf.net/jobs/p/HSkwKtWuSALU-Senior-Backend-Developer-NET-Bydotpy-Cairo-Egypt?o=204&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Backend Developer (.NET),"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · MVC · Computer Engineering · Computer Science · Engineering · CSS · HTML,Bydotpy -
https://wuzzuf.net/jobs/p/01Aji4mpERVT-Senior-Business-Analyst-Egabi-FSI-Cairo-Egypt?o=205&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Business Analyst,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analyst · Computer Science · Business Analysis · Information Technology (IT) · English · Data Analysis · Testing,Egabi FSI -
https://wuzzuf.net/jobs/p/0y4BXtRe31Wk-Senior-IOS-Developer-Al-Ahly-Capital-Holding-Cairo-Egypt?o=206&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior IOS Developer,"Zamalek, Cairo, Egypt ",Full TimeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · iOS · Software · OOP · Swift · Software Development · Engineering · Design · Computer Science · Information Technology (IT),Al Ahly Capital Holding -
https://wuzzuf.net/jobs/p/7vGSqnXYnoHb-Product-Specialist-6th-of-October-PRT-Scientific-Office-Giza-Egypt?o=207&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Product Specialist (6th of October),"6th of October, Giza, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmacy · Veterinary · Medicine · Sales · Customer Service · Pharmaceutical · Cosmetics,PRT Scientific Office -
https://wuzzuf.net/jobs/p/LZgmuRRWnH5Z-Product-Specialist-Heliopolis-PRT-Scientific-Office-Cairo-Egypt?o=208&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Product Specialist (Heliopolis),"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmacy · Veterinary · Medicine · Sales · Customer Service · Pharmaceutical · Cosmetics,PRT Scientific Office -
https://wuzzuf.net/jobs/p/cNUftFIiyldu-Product-Specialist-Nasr-City---New-Cairo-PRT-Scientific-Office-Cairo-Egypt?o=209&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Product Specialist ( Nasr City - New Cairo),"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmacy · Veterinary · Medicine · Sales · Customer Service · Pharmaceutical · Cosmetics,PRT Scientific Office -
https://wuzzuf.net/jobs/p/pfWZZZq2jqA8-Senior-Business-Analyst-Johnson-Controls-Cairo-Egypt?o=210&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Business Analyst,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Accounting · analytical · Business Analysis · Business Development · Communication · Communication skills · Computer Science,Johnson Controls -
https://wuzzuf.net/jobs/p/4fsebT3UuGdQ-IT-Help-Desk-Specialist---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=211&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Help Desk Specialist - Alexandria,"San Stefano, Alexandria, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · computer · Computer Science · Computer Systems · Configuration · Hardware · English · Help desk · Information Technology (IT) · Installation,Caduceus Lane -
https://wuzzuf.net/jobs/p/lD8hIokXTuqb-Backend-Developer--Alexandria-Caduceus-Lane-Alexandria-Egypt?o=212&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Backend Developer -Alexandria,"Alexandria, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Software Engineering · Computer Science · PHP · javaScript · MySQL · Laravel,Caduceus Lane -
https://wuzzuf.net/jobs/p/CcVsSItRGVIh-PHP-Web-Developer-MSA-October-University-Giza-Egypt?o=213&l=sp&t=sj&a=data science|search-v3|hpb|spbg,PHP Web Developer,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · HTML5 · JavaScript · CSS3 · Web Development · PHP · Laravel,(MSA) October University -
https://wuzzuf.net/jobs/p/FKWmL374XXrb-Senior-Power-BI-Developer-Ghassan-Ahmed-Alsulaiman-for-Electronic-Services-Cairo-Egypt?o=214&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Power BI Developer,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · BI · Data · IT · OBIEE · ETL · Data Warehouse · Data Modeling,Ghassan Ahmed Alsulaiman for Electronic Services -
https://wuzzuf.net/jobs/p/L6UTVs5maj6P-Senior-Dot-Net-Full-Stack-Developer-Giza-Egypt?o=215&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Dot Net Full Stack Developer,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software · Computer Science · Information Technology (IT) · Agile · Angular · .Net Framework · Full Stack Development · API,Confidential -
https://wuzzuf.net/jobs/p/MVijsMeKtAoF-Technical-Lead-net-core-Angular-BI-Technologies-Cairo-Egypt?o=216&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Technical Lead (.net core & Angular),"New Cairo, Cairo, Egypt ",Full TimeManager · 7 - 12 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · ASP.Net · .Net · Computer Science · Design · Engineering · HTML5 · Information Technology (IT),BI-Technologies -
https://wuzzuf.net/jobs/p/56BeUIhk2Qlx-Business-Intelligence-Analyst-WSM-Co-Hail-Saudi-Arabia?o=217&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Business Intelligence Analyst,"Hail, Saudi Arabia ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Analysis · Analytical Skills · business · analytical · Information Technology (IT) · Computer Science,WSM Co. -
https://wuzzuf.net/jobs/p/OVvRiFfsLXAk-Cloud-Engineer-34ML-Cairo-Egypt?o=218&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Cloud Engineer,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · MEAN Stack · Mobile Development · Objective-C · Software Design · Web Development · Web Design,34ML -
https://wuzzuf.net/jobs/p/98s7IIB2eNQ7-Backend-Developer-Zewail-City-Giza-Egypt?o=219&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Backend Developer,"6th of October, Giza, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Information Technology (IT) · Software · Software Development · Troubleshooting · SQL · Database · CSS · Information Systems · Computer Science,Zewail City -
https://wuzzuf.net/jobs/p/HLdauD0ppREB-Application-Delivery-Specialist-6-Months-A1Softech-Giza-Egypt?o=220&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Application Delivery Specialist _ 6 Months,"6th of October, Giza, Egypt ",Freelance / ProjectEntry Level · 1 - 3 Yrs of Exp · Banking · English · Computer Science · Technology · Technical Support,A1Softech -
https://wuzzuf.net/jobs/p/kgE1FdNnMGiB-Technical-Dynamics-Consultant-Pillars-Cairo-Egypt?o=221&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Technical Dynamics Consultant,"Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ax · D365 · Dynamics · Dynamics 365 · Dynamics AX · Information Technology (IT) · Ms dynamics · Software,Pillars -
https://wuzzuf.net/jobs/p/YnjE54GZk95R-Senior-Odoo-Developer-E-Jawdah-Cairo-Egypt?o=222&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Odoo Developer,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · Python · Development · Computer Science · Information Technology (IT),E-Jawdah -
https://wuzzuf.net/jobs/p/chobFQDjmktX-System-Analyst-Masary-Cairo-Egypt?o=223&l=sp&t=sj&a=data science|search-v3|hpb|spbg,System Analyst,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Analysis · Computer Science · Software Development · Information Systems · Information Technology (IT) · Testing · Software,Masary -
https://wuzzuf.net/jobs/p/wQVhXptse9GT-Senior-Backend-Engineer---Java-Spring-Boot-ISFP-Alexandria-Egypt?o=224&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Backend Engineer - Java / Spring Boot,"Smouha, Alexandria, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Design Patterns · Java · Software Development · SQL · Spring · Computer Science · Information Technology (IT) · Engineering,ISFP -
https://wuzzuf.net/jobs/p/Al8xiGTYiTiX-Senior-Information-System-Officer-SAP-FICO-Support-Implementation-Cairo-Egypt?o=225&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Information System Officer ( SAP FICO Support & Implementation),"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · SAP · Computer Science · Computer Engineering · Software Development · SAP FICO · SAP MM,Confidential -
https://wuzzuf.net/jobs/p/RV7fakqC9zFn-Dynamics-AX-Functional-Consultant-Egypt-Gold-Cairo-Egypt?o=226&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Dynamics AX Functional Consultant,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Accounting · business · Computer Science · Microsoft Dynamics · D365 · Dynamics · ERP,Egypt Gold  -
